accuracy,relevance,coherence,completeness,fluency,model,dataset,question,agent_id,response
1,1,1,1,3,gemma3:27b,data_hanoi,age,Agent_3,nan
2,4,4,3,4,gemma3:27b,data_hanoi,occup,Agent_3,fdi
3,4,3,3,4,gemma3:27b,data_hanoi,gender,Agent_3,female
1,1,1,1,3,gemma3:27b,data_hanoi,origlat,Agent_3,insert here the latitude value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,origlon,Agent_3,insert here the longitude value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,destlat,Agent_3,insert here the latitude value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,destlon,Agent_3,insert here the longitude value in double precision
3,4,4,3,4,gemma3:27b,data_hanoi,purp,Agent_3,shopping
2,4,4,3,4,gemma3:27b,data_hanoi,vehic,Agent_3,bike
3,4,4,3,4,gemma3:27b,data_hanoi,freqpweek,Agent_3,11_13
1,1,1,1,3,gemma3:27b,data_hanoi,od_dist,Agent_3,Insert here the distance value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,travtime,Agent_3,Insert here the time in minutes
2,3,3,3,3,gemma3:27b,data_hanoi,reason,Agent_3,"['cost', 'convinient']"
2,4,5,3,4,gemma3:27b,data_hanoi,own_car,Agent_3,0
2,4,5,3,4,gemma3:27b,data_hanoi,own_motob,Agent_3,more_5
2,4,5,3,4,gemma3:27b,data_hanoi,own_ebike,Agent_3,0
2,4,5,3,4,gemma3:27b,data_hanoi,own_bike,Agent_3,4
2,3,4,3,3,gemma3:27b,data_hanoi,freq_car,Agent_3,11_15: Between 11 and 15 times
2,3,3,3,3,gemma3:27b,data_hanoi,freq_motob,Agent_3,11_15: Between 11 and 15 times
2,3,3,3,3,gemma3:27b,data_hanoi,freq_ebike,Agent_3,11_15: Between 11 and 15 times
2,3,4,3,3,gemma3:27b,data_hanoi,freq_bike,Agent_3,11_15: Between 11 and 15 times
2,3,4,3,3,gemma3:27b,data_hanoi,freq_taxi,Agent_3,11_15: Between 11 and 15 times
2,3,4,3,3,gemma3:27b,data_hanoi,freq_bus,Agent_3,11_15: Between 11 and 15 times
2,4,5,3,4,gemma3:27b,data_hanoi,school_acc,Agent_3,bad
2,4,4,3,4,gemma3:27b,data_hanoi,market_acc,Agent_3,bad
2,4,5,3,4,gemma3:27b,data_hanoi,hosp_acc,Agent_3,good
2,4,5,3,4,gemma3:27b,data_hanoi,bank_acc,Agent_3,good
2,4,4,3,4,gemma3:27b,data_hanoi,leis_acc,Agent_3,good
2,4,4,3,4,gemma3:27b,data_hanoi,type,Agent_3,high_rise
2,3,4,3,4,gemma3:27b,data_hanoi,status,Agent_3,long_stay
2,4,5,3,3,gemma3:27b,data_hanoi,own,Agent_3,morgate
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_car,Agent_3,['cost']
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_motob,Agent_3,['cost']
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_ebike,Agent_3,['cost']
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_bike,Agent_3,['slow']
1,1,1,1,3,gemma3:27b,data_hanoi,dist_to_pub,Agent_3,Insert here the distance value in meters
2,3,4,3,4,gemma3:27b,data_hanoi,aware_ban,Agent_3,no
2,4,5,3,4,gemma3:27b,data_hanoi,fut_veh,Agent_3,no
2,3,4,3,4,gemma3:27b,data_hanoi,alt_veh,Agent_3,bike
3,3,5,3,4,gemma3:27b,data_hanoi,alt_car,Agent_3,0: No
3,3,5,3,4,gemma3:27b,data_hanoi,alt_ebike,Agent_3,0: No
3,3,4,3,4,gemma3:27b,data_hanoi,alt_bike,Agent_3,0: No
3,4,3,3,4,gemma3:27b,data_hanoi,alt_bus,Agent_3,0: No
3,3,5,3,4,gemma3:27b,data_hanoi,alt_ltrain,Agent_3,0: No
3,3,5,3,4,gemma3:27b,data_hanoi,alt_taxi,Agent_3,0: No
3,3,4,3,4,gemma3:27b,data_hanoi,alt_walk,Agent_3,0: No
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_car,Agent_3,neutral
2,4,5,3,4,gemma3:27b,data_hanoi,opinion_motob,Agent_3,neutral
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_ebike,Agent_3,neutral
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_bike,Agent_3,bad
2,4,5,3,4,gemma3:27b,data_hanoi,opinion_taxi,Agent_3,neutral
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_bus,Agent_3,neutral
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_ban,Agent_3,neutral
1,1,1,1,3,gemma3:27b,data_hanoi,age,Agent_4,nan
2,4,4,3,4,gemma3:27b,data_hanoi,occup,Agent_4,fdi
3,4,3,3,4,gemma3:27b,data_hanoi,gender,Agent_4,female
1,1,1,1,3,gemma3:27b,data_hanoi,origlat,Agent_4,insert here the latitude value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,origlon,Agent_4,insert here the longitude value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,destlat,Agent_4,insert here the latitude value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,destlon,Agent_4,insert here the longitude value in double precision
3,4,4,3,4,gemma3:27b,data_hanoi,purp,Agent_4,shopping
2,4,4,3,4,gemma3:27b,data_hanoi,vehic,Agent_4,bike
3,4,4,3,4,gemma3:27b,data_hanoi,freqpweek,Agent_4,8_10
1,1,1,1,3,gemma3:27b,data_hanoi,od_dist,Agent_4,Insert here the distance value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,travtime,Agent_4,Insert here the time in minutes
2,3,3,3,3,gemma3:27b,data_hanoi,reason,Agent_4,"['convinient', 'cost']"
2,4,5,3,4,gemma3:27b,data_hanoi,own_car,Agent_4,0
2,4,5,3,4,gemma3:27b,data_hanoi,own_motob,Agent_4,more_5
2,4,5,3,4,gemma3:27b,data_hanoi,own_ebike,Agent_4,0
2,4,5,3,4,gemma3:27b,data_hanoi,own_bike,Agent_4,4
2,3,4,3,3,gemma3:27b,data_hanoi,freq_car,Agent_4,11_15: Between 11 and 15 times
2,3,3,3,3,gemma3:27b,data_hanoi,freq_motob,Agent_4,11_15: Between 11 and 15 times
2,3,3,3,3,gemma3:27b,data_hanoi,freq_ebike,Agent_4,11_15: Between 11 and 15 times
2,3,4,3,3,gemma3:27b,data_hanoi,freq_bike,Agent_4,11_15: Between 11 and 15 times
3,3,4,3,3,gemma3:27b,data_hanoi,freq_taxi,Agent_4,1_5: Between 1 and 5 times
2,3,4,3,3,gemma3:27b,data_hanoi,freq_bus,Agent_4,11_15: Between 11 and 15 times
2,4,5,3,4,gemma3:27b,data_hanoi,school_acc,Agent_4,good
2,4,4,3,4,gemma3:27b,data_hanoi,market_acc,Agent_4,bad
2,4,5,3,4,gemma3:27b,data_hanoi,hosp_acc,Agent_4,good
2,4,5,3,4,gemma3:27b,data_hanoi,bank_acc,Agent_4,bad
2,4,4,3,4,gemma3:27b,data_hanoi,leis_acc,Agent_4,good
2,4,4,3,4,gemma3:27b,data_hanoi,type,Agent_4,high_rise
2,3,4,3,4,gemma3:27b,data_hanoi,status,Agent_4,long_stay
2,4,5,3,3,gemma3:27b,data_hanoi,own,Agent_4,morgate
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_car,Agent_4,"['jam', 'unsafe']"
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_motob,Agent_4,"['jam', 'unsafe']"
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_ebike,Agent_4,"['jam', 'unsafe']"
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_bike,Agent_4,"['jam', 'unsafe']"
1,1,1,1,3,gemma3:27b,data_hanoi,dist_to_pub,Agent_4,Insert here the distance value in meters
2,3,4,3,4,gemma3:27b,data_hanoi,aware_ban,Agent_4,no
2,4,5,3,4,gemma3:27b,data_hanoi,fut_veh,Agent_4,no
2,3,4,3,4,gemma3:27b,data_hanoi,alt_veh,Agent_4,walk
3,3,5,3,4,gemma3:27b,data_hanoi,alt_car,Agent_4,0: No
3,3,5,3,4,gemma3:27b,data_hanoi,alt_ebike,Agent_4,0: No
3,3,4,3,4,gemma3:27b,data_hanoi,alt_bike,Agent_4,0: No
3,4,3,3,4,gemma3:27b,data_hanoi,alt_bus,Agent_4,0: No
3,3,5,3,4,gemma3:27b,data_hanoi,alt_ltrain,Agent_4,0: No
3,3,5,3,4,gemma3:27b,data_hanoi,alt_taxi,Agent_4,0: No
3,3,4,3,4,gemma3:27b,data_hanoi,alt_walk,Agent_4,0: No
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_car,Agent_4,verybad
2,4,5,3,4,gemma3:27b,data_hanoi,opinion_motob,Agent_4,verybad
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_ebike,Agent_4,verybad
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_bike,Agent_4,good
2,4,5,3,4,gemma3:27b,data_hanoi,opinion_taxi,Agent_4,verybad
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_bus,Agent_4,verybad
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_ban,Agent_4,strongdisagree
1,1,1,1,3,gemma3:27b,data_hanoi,age,Agent_5,nan
2,4,4,3,4,gemma3:27b,data_hanoi,occup,Agent_5,fdi
3,4,3,3,4,gemma3:27b,data_hanoi,gender,Agent_5,female
1,1,1,1,3,gemma3:27b,data_hanoi,origlat,Agent_5,insert here the latitude value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,origlon,Agent_5,insert here the longitude value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,destlat,Agent_5,insert here the latitude value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,destlon,Agent_5,insert here the longitude value in double precision
3,4,4,3,4,gemma3:27b,data_hanoi,purp,Agent_5,caring
2,4,4,3,4,gemma3:27b,data_hanoi,vehic,Agent_5,bike
3,4,4,3,4,gemma3:27b,data_hanoi,freqpweek,Agent_5,11_13
1,1,1,1,3,gemma3:27b,data_hanoi,od_dist,Agent_5,Insert here the distance value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,travtime,Agent_5,Insert here the time in minutes
2,3,3,3,3,gemma3:27b,data_hanoi,reason,Agent_5,"['cost', 'timesaving']"
2,4,5,3,4,gemma3:27b,data_hanoi,own_car,Agent_5,4
2,4,5,3,4,gemma3:27b,data_hanoi,own_motob,Agent_5,1
2,4,5,3,4,gemma3:27b,data_hanoi,own_ebike,Agent_5,4
2,4,5,3,4,gemma3:27b,data_hanoi,own_bike,Agent_5,4
2,3,4,3,3,gemma3:27b,data_hanoi,freq_car,Agent_5,11_15: Between 11 and 15 times
1,1,1,1,3,gemma3:27b,data_hanoi,freq_motob,Agent_5,nan
2,3,3,3,3,gemma3:27b,data_hanoi,freq_ebike,Agent_5,11_15: Between 11 and 15 times
2,3,4,3,3,gemma3:27b,data_hanoi,freq_bike,Agent_5,11_15: Between 11 and 15 times
2,3,4,3,3,gemma3:27b,data_hanoi,freq_taxi,Agent_5,11_15: Between 11 and 15 times
3,3,4,3,3,gemma3:27b,data_hanoi,freq_bus,Agent_5,1_5: Between 1 and 5 times
2,4,5,3,4,gemma3:27b,data_hanoi,school_acc,Agent_5,good
2,4,4,3,4,gemma3:27b,data_hanoi,market_acc,Agent_5,very_good
2,4,5,3,4,gemma3:27b,data_hanoi,hosp_acc,Agent_5,very_good
2,4,5,3,4,gemma3:27b,data_hanoi,bank_acc,Agent_5,very_good
2,4,4,3,4,gemma3:27b,data_hanoi,leis_acc,Agent_5,very_good
2,4,4,3,4,gemma3:27b,data_hanoi,type,Agent_5,private_house
2,3,4,3,4,gemma3:27b,data_hanoi,status,Agent_5,long_stay
2,4,5,3,3,gemma3:27b,data_hanoi,own,Agent_5,morgate
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_car,Agent_5,"['cost', 'jam']"
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_motob,Agent_5,['cost']
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_ebike,Agent_5,['slow']
2,3,3,3,3,gemma3:27b,data_hanoi,reas_not_bike,Agent_5,"['slow', 'unsafe']"
1,1,1,1,3,gemma3:27b,data_hanoi,dist_to_pub,Agent_5,Insert here the distance value in meters
2,3,4,3,4,gemma3:27b,data_hanoi,aware_ban,Agent_5,no
2,4,5,3,4,gemma3:27b,data_hanoi,fut_veh,Agent_5,moto
2,3,4,3,4,gemma3:27b,data_hanoi,alt_veh,Agent_5,car
3,3,5,3,4,gemma3:27b,data_hanoi,alt_car,Agent_5,0: No
3,3,5,3,4,gemma3:27b,data_hanoi,alt_ebike,Agent_5,0: No
3,3,4,3,4,gemma3:27b,data_hanoi,alt_bike,Agent_5,0: No
3,4,3,3,4,gemma3:27b,data_hanoi,alt_bus,Agent_5,0: No
3,3,5,3,4,gemma3:27b,data_hanoi,alt_ltrain,Agent_5,0: No
3,3,5,3,4,gemma3:27b,data_hanoi,alt_taxi,Agent_5,0: No
3,3,4,3,4,gemma3:27b,data_hanoi,alt_walk,Agent_5,0: No
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_car,Agent_5,good
2,4,5,3,4,gemma3:27b,data_hanoi,opinion_motob,Agent_5,bad
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_ebike,Agent_5,good
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_bike,Agent_5,bad
2,4,5,3,4,gemma3:27b,data_hanoi,opinion_taxi,Agent_5,verybad
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_bus,Agent_5,verybad
2,4,4,3,4,gemma3:27b,data_hanoi,opinion_ban,Agent_5,disagree
1,1,1,1,3,gemma3:27b,data_hanoi,age,Agent_6,nan
2,4,4,3,4,gemma3:27b,data_hanoi,occup,Agent_6,fdi
3,4,3,3,4,gemma3:27b,data_hanoi,gender,Agent_6,female
1,1,1,1,3,gemma3:27b,data_hanoi,origlat,Agent_6,insert here the latitude value in double precision
1,1,1,1,3,gemma3:27b,data_hanoi,origlon,Agent_6,insert here the longitude value in double precision
