model,dataset,question,agent_id,response,accuracy,relevance,coherence,completeness,fluency
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_rf,Agent_0,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_dk,Agent_0,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_o,Agent_0,I enjoy the quiet moments of the morning coffee and a good book.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,placegroup,Agent_0,5.0,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,time_distance_flag,Agent_0,103: Walking trips of less than 0.03 miles (158 ft) . Some of these may be appropriate based on the activity.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,retmode_final,Agent_0,2: WEB,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,retmode,Agent_0,4: Smartphone App,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,age,Agent_0,70,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,aage,Agent_0,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,age18,Agent_0,18 or older,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,sex,Agent_0,2: Female,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,relate,Agent_0,1: Self,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,relate_o,Agent_0,I enjoy helping children with their reading and homework at the library.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,lic,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,hisp,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,hisp_o,Agent_0,"I'm a retired woman who enjoys gardening, reading, and helping out at the local library. I like to keep busy and stay active in my community.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,race,Agent_0,1: White,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,race_o,Agent_0,"I'm a 70-year-old woman who enjoys a quiet life at home. I spend my days gardening, reading, and helping out at the local library. I like to stay active in my community and enjoy the simple things in ",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,smrtphn,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,emply_ask,Agent_0,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,jobs,Agent_0,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,wkstat,Agent_0,1: Retired,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,wkstat_o,Agent_0,"I enjoy my quiet life at home, but sometimes I wish I could get out and about more easily.  I'm grateful for the support of my family and friends who help me when I need to go somewhere.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,volun_freq,Agent_0,1: 1 day a week,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,wplace,Agent_0,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,wmode,Agent_0,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,wmode_o,Agent_0,"I enjoy my quiet life at home, but sometimes I wish I could get out and about more easily.  I'm grateful for the support of my family and friends who help me when I need to go somewhere.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,wparkride,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,pervh,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,wrkhrs,Agent_0,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,wtrav,Agent_0,0: Never,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,occup,Agent_0,25: Educational Instruction and Library Occupations,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,occup_o,Agent_0,"I'm retired, so I don't work anymore.",1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,indus,Agent_0,11: Agriculture,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,indus_o,Agent_0,"I volunteer at the local library, helping children with their homework.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,emply_transit,Agent_0,5: No subsidy offered,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,emply_transit_o,Agent_0,I enjoy quiet mornings with my coffee and a good book.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,emply_park,Agent_0,6: No subsidy offered,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,emply_park_o,Agent_0,I enjoy quiet mornings with my coffee and a good book.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,stude,Agent_0,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,schol,Agent_0,3: Kindergarten to 8th grade,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,schol_o,Agent_0,I enjoy quiet mornings with my coffee and a good book.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,sloc,Agent_0,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,sweb,Agent_0,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,smode,Agent_0,18: [$I_DO] not travel to school,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,smode_o,Agent_0,I enjoy quiet mornings with my coffee and a good book.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,sparkride,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,educ,Agent_0,1: Not a high school graduate,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,educ_o,Agent_0,,1,1,1,1,2
gemma2:9b,data_MyDailyTravelData,hptol,Agent_0,1: Cash,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,hptol_o,Agent_0,I enjoy quiet mornings with my coffee and a good book. I also like to tend to my garden and volunteer at the local library.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,pay_allday,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,tolls,Agent_0,,1,1,1,1,2
gemma2:9b,data_MyDailyTravelData,tolltrip,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,typday,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,typday_no,Agent_0,"Nothing seemed unusual about today. It was a typical day for me, filled with quiet moments, tending to my garden, and a bit of reading.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,typpl,Agent_0,2: Changed along the way,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,carptowk,Agent_0,1: Zero Times (never),3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,walktowk,Agent_0,1: Zero Times (never),3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,biketowk,Agent_0,1: Zero Times (never),3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,ribus,Agent_0,1: Zero Times (never),3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,tcoff,Agent_0,2: No,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,tcdays,Agent_0,0,2,4,4,2,3
gemma2:9b,data_MyDailyTravelData,compr,Agent_0,1: 4/40,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,compr_o,Agent_0,"I don't use public transit often, so I wouldn't say I have a preference for one over another.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,wkflex,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,tnc_use,Agent_0,"I don't use Uber, Lyft, or Via. I prefer to stay close to home and rely on the support of friends and family for longer trips.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,tnc_typ,Agent_0,3: High,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,tnc_cost,Agent_0,,1,1,1,1,2
gemma2:9b,data_MyDailyTravelData,tnc_purp,Agent_0,"4: For travel not related to work  during the day (e.g., personal errands or leisure)",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,disab,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype_o,Agent_0,"I'm a retired woman who enjoys tending to my garden, reading, and helping out at the local library. I like to keep busy and stay active in my community.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype2,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,nogowhy,Agent_0,4: Home-bound elderly or disabled,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,nogowhy_o,Agent_0,I prefer to stay close to home and rely on the support of friends and family for longer trips.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,nogowhy2,Agent_0,['1: Shop online (including online groceries)'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,nogowhy2_1,Agent_0,['1: Shop online (including online groceries)'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,nogowhy2_2,Agent_0,['1: Shop online (including online groceries)'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,nogowhy2_3,Agent_0,['1: Shop online (including online groceries)'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,nogowhy2_4,Agent_0,['1: Shop online (including online groceries)'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,nogowhy2_5,Agent_0,['1: Shop online (including online groceries)'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,nogowhy2_rf,Agent_0,['1: Shop online (including online groceries)'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,nogowhy2_dk,Agent_0,['1: Shop online (including online groceries)'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatause,Agent_0,2: No,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatadevice,Agent_0,2: Smartphones,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatadevice_1,Agent_0,2: Smartphones,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatadevice_2,Agent_0,2: Smartphones,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatadevice_3,Agent_0,2: Smartphones,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatadevice_se,Agent_0,2: Smartphones,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatadevice_rf,Agent_0,2: Smartphones,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatadevice_dk,Agent_0,2: Smartphones,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatadevice_o,Agent_0,"I spend most of my time at home, tending to my garden, reading, and enjoying quiet mornings with a cup of coffee.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatamode,Agent_0,['1: Driving'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatamode_1,Agent_0,['1: Driving'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatamode_2,Agent_0,['1: Driving'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatamode_3,Agent_0,['1: Driving'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatamode_4,Agent_0,['1: Driving'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatamode_5,Agent_0,['1: Driving'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatamode_se,Agent_0,['1: Driving'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatamode_rf,Agent_0,['1: Driving'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatamode_dk,Agent_0,['1: Driving'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,traveldatamode_o,Agent_0,"I enjoy my quiet life at home, tending to my garden and reading. I also volunteer at the library occasionally.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype,Agent_0,['3: Cane or Walker'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype_1,Agent_0,['3: Cane or Walker'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype_2,Agent_0,['3: Cane or Walker'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype_3,Agent_0,['3: Cane or Walker'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype_4,Agent_0,['3: Cane or Walker'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype_5,Agent_0,['3: Cane or Walker'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype_6,Agent_0,['3: Cane or Walker'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype_se,Agent_0,['3: Cane or Walker'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype_rf,Agent_0,['3: Cane or Walker'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,dtype_dk,Agent_0,['3: Cane or Walker'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,pertrips,Agent_0,I enjoy reading and tending to my garden.,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,hhveh,Agent_0,1,2,4,4,2,3
gemma2:9b,data_MyDailyTravelData,transprob,Agent_0,6: Walking and biking is too hard,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,transprob_o,Agent_0,I enjoy reading and tending to my garden. I also like to volunteer at the local library helping children with their homework. ,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,hlive,Agent_0,17,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,restylast,Agent_0,1: Single-family detached house,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,restylast_o,Agent_0,I enjoy reading and tending to my garden. I also like to volunteer at the local library helping children with their homework.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,restylast_zip,Agent_0,,1,1,1,1,2
gemma2:9b,data_MyDailyTravelData,hhinc2,Agent_0,000 to $59,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,homeown,Agent_0,0: Own,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,homeown_o,Agent_0,I own my home outright and have lived here for 17 years. I enjoy the quiet and familiarity of my neighborhood.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,futuresurvey,Agent_0,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,incendonate,Agent_0,0: Send the gift to my household,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,resty,Agent_0,1: Single-family detached house,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,resty_o,Agent_0,"Well, I spend most of my days at home. I love tending to my garden, it's very calming. I also enjoy reading, especially historical fiction. In the evenings, I like to relax with a cup of tea and a goo",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,hhinc,Agent_0,000 to $24,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,download,Agent_0,1: Print,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,source_o,Agent_0,"I enjoy the quiet moments of the morning coffee and a good book. Occasionally, I volunteer at the local library, helping children with their homework, and I enjoy the quiet moments of the morning coff",2,5,4,3,4
gemma2:9b,data_MyDailyTravelData,phase,Agent_0,,1,1,1,1,2
gemma2:9b,data_MyDailyTravelData,state,Agent_0,"I enjoy the quiet moments of the morning coffee and a good book. Occasionally, I volunteer at the local library, helping children with their homework, and I enjoy the quiet moments of the morning coff",2,5,4,3,4
gemma2:9b,data_MyDailyTravelData,state_fips,Agent_0,"I enjoy the quiet moments of the morning coffee and a good book. Occasionally, I volunteer at the local library, helping children with their homework, and I enjoy the quiet moments of the morning coff",2,5,4,3,4
gemma2:9b,data_MyDailyTravelData,vehyear,Agent_0,I have an automobile that I can use with help from family or a caregiver when I need to get somewhere.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,make,Agent_0,997: Something else,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,make_o,Agent_0,"I'm not sure, it's an older model.",1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,model,Agent_0,1001: Rambler American,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,model_o,Agent_0,"I'm not sure, it's an older model.",1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,body,Agent_0,1: Automobile/Car/Station Wagon,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,body_o,Agent_0,It's an older model automobile.,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,fuel,Agent_0,1: Gas,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,fuel_o,Agent_0,Gas,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,transp,Agent_0,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,parkd,Agent_0,3: In my garage,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,parkd_o,Agent_0,"I enjoy my quiet life at home, tending to my garden and spending time with my family and friends. I also like to volunteer at the library and help children with their homework.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,removed_places,Agent_0,I enjoy reading and spending time in my garden.,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,source,Agent_1,10: Saber es Poder,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,cravl,Agent_1,2: No,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,fare,Agent_1,,1,1,1,1,2
gemma2:9b,data_MyDailyTravelData,payf,Agent_1,,1,1,1,1,2
gemma2:9b,data_MyDailyTravelData,payf_o,Agent_1,,1,1,1,1,2
gemma2:9b,data_MyDailyTravelData,paypk,Agent_1,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,pkamt,Agent_1,0.0,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,pkbas,Agent_1,,1,1,1,1,2
gemma2:9b,data_MyDailyTravelData,pkbas_o,Agent_1,"I spend most of my time at home, reading, gardening, and volunteering at the library.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,prkty,Agent_1,1: On-site parking lot or deck,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,prkty_o,Agent_1,"I don't drive, so I don't park anywhere.",1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,tpurp,Agent_1,1: 01. Typical home activities,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,tpurp_o,Agent_1,"I spend most of my time at home, reading, gardening, and volunteering at the library.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,tpurp2,Agent_1,1: 01. Typical home activities,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,tpurp2_o,Agent_1,"I spend most of my time at home, reading, gardening, and volunteering at the library.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,tpurp_check,Agent_1,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt,Agent_1,2: A little,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why,Agent_1,['1: I had work or a job interview'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why_1,Agent_1,"['2: I had an appointment or was meeting someone', '6: I believe it is important to be on time.']",2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why_2,Agent_1,"['2: I had an appointment or was meeting someone', '6: I believe it is important to be on time.']",2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why_3,Agent_1,"['2: I had an appointment or was meeting someone', '6: I believe it is important to be on time.']",2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why_4,Agent_1,"['2: I had an appointment or was meeting someone', '6: I believe it is important to be on time.']",2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why_5,Agent_1,"['2: I had an appointment or was meeting someone', '6: I believe it is important to be on time.']",2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why_6,Agent_1,"['2: I had an appointment or was meeting someone', '6: I believe it is important to be on time.']",2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why_se,Agent_1,"['2: I had an appointment or was meeting someone', '6: I believe it is important to be on time.']",2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why_rf,Agent_1,"['2: I had an appointment or was meeting someone', '6: I believe it is important to be on time.']",2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why_dk,Agent_1,"['2: I had an appointment or was meeting someone', '6: I believe it is important to be on time.']",2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why_o,Agent_1,"I spend most of my time at home reading, gardening, and volunteering at the library.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2,Agent_1,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_1,Agent_1,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_2,Agent_1,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_3,Agent_1,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_4,Agent_1,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_5,Agent_1,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_se,Agent_1,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_rf,Agent_1,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_dk,Agent_1,['5: I did not make any changes to my travel behavior to ensure I would arrive on time'],2,5,5,3,4
gemma2:9b,data_MyDailyTravelData,trip_appt_why2_o,Agent_1,"I spend most of my time at home, reading, gardening, and volunteering at the library.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,placegroup,Agent_1,1.0,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,time_distance_flag,Agent_1,103: Walking trips of less than 0.03 miles (158 ft) . Some of these may be appropriate based on the activity.,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,retmode_final,Agent_1,2: WEB,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,retmode,Agent_1,5: Web Only,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,age,Agent_1,70,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,aage,Agent_1,-8: I don’t know,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,age18,Agent_1,18 or older,1,3,3,2,3
gemma2:9b,data_MyDailyTravelData,sex,Agent_1,2: Female,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,relate,Agent_1,1: Self,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,relate_o,Agent_1,,1,1,1,1,2
gemma2:9b,data_MyDailyTravelData,lic,Agent_1,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,hisp,Agent_1,1: Yes,3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,hisp_o,Agent_1,"I'm a retired woman who enjoys reading, gardening, and volunteering at the library. I mostly stay at home these days since I can't drive myself around.",3,5,5,3,4
gemma2:9b,data_MyDailyTravelData,race,Agent_1,1: White,3,5,5,3,4
