
================================================================================
HEADER
================================================================================
Model   : gpt-oss:20b
Dataset : data_lyon_EDGT
Results : 20260524_0407_results.csv
Oracle  : sampled_oracle.csv
Log     : log.txt
--------------------------------------------------------------------------------

================================================================================
TABLE 0 — GLOBAL SUMMARY
================================================================================
Category         Metric                      Value
---------------  --------------------------  ----------------------------
Run Info         Model                       ollama/gpt-oss:20b
Run Info         Temperature                 0.2
Run Info         N Agents                    200
Run Info         Duration (h)                91.42
Run Info         Start Time                  2026-05-24 04:07:08
Run Info         End Time                    2026-05-27 23:32:25
Run Info         Sample Size                 200
Run Info         Batch Size                  10
Run Info         Source                      GENERIC
Run Info         Sim Year                    2019
Columns          Matched (results<->oracle)  229
Columns          -> Categorical              34
Columns          -> Numeric                  46
Columns          -> Free-text                0
------------     ----------------------      ----------------------------
Entropy          Oracle Median               0.8094
Entropy          Agent Median                0.5995
Entropy          Agent Mean                  0.5939
KL Divergence    Median KL                   0.9704
KL Divergence    Mean KL                     3.2622
------------     ----------------------      ----------------------------
NLP - BLEU       Corpus BLEU                 0
NLP - ROUGE      ROUGE-1                     0.0
NLP - ROUGE      ROUGE-2                     0.0
NLP - ROUGE      ROUGE-L                     0.0
NLP - METEOR     METEOR                      0.0
NLP - BERTScore  F1                          0.85
------------     ----------------------      ----------------------------
Task Metrics     Success Rate (SR)           1.0
Task Metrics     N Successful / N Total      200 / 200
Task Metrics     Avg Field Coverage          0.9714
Task Metrics     Task Goal Completion        0.3543
Task Metrics     Median TGC                  0.3555
------------     ----------------------      ----------------------------
Factual          Global Accuracy             0.3071
Factual          Median Accuracy             0.2318
Relevance        Global Mean (TF-IDF)        0.0
Relevance        Global Median (TF-IDF)      0.0

================================================================================
COLUMN CLASSIFICATION  (auto-inferred from data)
================================================================================
Categorical      (34): ['t7', 't9', 't10', 'p5', 'p12', 'p17', 'p18', 'p26', 'p12a', 'p24b', 'm7c', 'm8c', 'm11c', 'm7d', 'm8d', 'm11d', 'm15a', 'm16a', 'm17a', 'm19a', 'm20a', 'o11', 'o14-1', 'o14-2', 'o14-3', 'o17-1', 'o17-2', 'o22-2', 'o24-2', 'o24-3', 'o25-2', 'o27-2', 'o27-3', 'o31']
Numeric          (46):     ['tp1', 't3', 'dp1', 'd2a', 'd5a', 'pp1', 'p1', 'p2', 'p3', 'p6', 'p7', 'p8', 'p9', 'p10', 'p11', 'p14', 'p16', 'p18a', 'p25', 'p24a', 'm1', 'm2', 'm3', 'm5', 'm7a', 'm8a', 'm11a', 'm7b', 'm8b', 'm11b', 'm23', 'op1', 'o9', 'o15', 'o20', 'o21', 'o22-1', 'o23', 'o24-1', 'o25-1', 'o26', 'o27-1', 'o29-1', 'o29-2', 'o32a', 'o33']
Free-text        (0):   []
Entropy/KL cols  (72):  ['t3', 't7', 't9', 't10', 'd5a', 'p1', 'p2', 'p3', 'p5', 'p6', 'p7', 'p8', 'p9', 'p10', 'p12', 'p16', 'p17', 'p18', 'p18a', 'p26', 'p12a', 'p24a', 'p24b', 'm1', 'm2', 'm3', 'm5', 'm7a', 'm8a', 'm11a', 'm7b', 'm8b', 'm11b', 'm7c', 'm8c', 'm11c', 'm7d', 'm8d', 'm11d', 'm15a', 'm16a', 'm17a', 'm19a', 'm20a', 'm23', 'o9', 'o11', 'o14-1', 'o14-2', 'o14-3', 'o15', 'o17-1', 'o17-2', 'o20', 'o21', 'o22-1', 'o22-2', 'o23', 'o24-1', 'o24-2', 'o24-3', 'o25-1', 'o25-2', 'o26', 'o27-1', 'o27-2', 'o27-3', 'o29-1', 'o29-2', 'o31', 'o32a', 'o33']


================================================================================
TABLE 1 — NORMALIZED SHANNON ENTROPY
================================================================================
Variable      # Categories    Entropy (Oracle)    Entropy (Agent)    Delta Entropy
p9                                     1.3742  moderate
p10                                    0.0879  good
p12                                    5.2407  poor
p16                                    0.0342  approx_perfect
p17                                    4.5202  poor
p18                                    7.191   poor
p18a                                   4.6014  poor
p26                                    2.3563  poor
p12a                                   0.697   moderate
p24a                                   0.7679  moderate
p24b                                   0.4078  good
m1                                     0.0424  approx_perfect
m2                                     0.1368  good
m3                                     0.4305  good
m5                                     0.0213  approx_perfect
m7a                                    0.0361  approx_perfect
m8a                                    0.3691  good
m11a                                   0.6786  moderate
m7b                                    0.0203  approx_perfect
m8b                                    0.2354  good
m11b                                   1.4989  moderate
m7c                                    0.0636  good
m8c                                    0.6779  moderate
m11c                                   0.2624  good
m7d                                    0.2823  good
m8d                                    0.4308  good
m11d                                   5.4968  poor
m15a                                   2.0784  poor
m16a                                   1.1728  moderate
m17a                                   0.0026  approx_perfect
m19a                                  16.5021  poor
m20a                                   0.0079  approx_perfect
m23                                    0.14    good
o9                                     0.3508  good
o11                                    3.6213  poor
o14-1                                 15.6142  poor
o14-2                                 12.9074  poor
o14-3                                 14.2544  poor
o15                                    0.6228  moderate
o17-1                                  6.3455  poor
o17-2                                  7.7821  poor
o20                                    7.9527  poor
o21                                    0.1733  good
o22-1                                  2.9302  poor
o22-2                                  4.8403  poor
o23                                    0.0094  approx_perfect
o24-1                                  3.5512  poor
o24-2                                  8.3749  poor
o24-3                                 12.8894  poor
o25-1                                  3.542   poor
o25-2                                  8.2687  poor
o26                                    2.1614  poor
o27-1                                  2.2661  poor
o27-2                                  3.5772  poor
o27-3                                  7.3423  poor
o29-1                                  5.6338  poor
o29-2                                  3.7765  poor
o31                                    1.3676  moderate
o32a                                   0.0353  approx_perfect
o33                                    0.1562  good

================================================================================
TABLE 3 — NUMERIC VARIABLE COMPARISON
================================================================================
Variable      Oracle Mean    Agent Mean    Oracle Median    Agent Median    Oracle Std    Agent Std     MAE
----------  -------------  ------------  ---------------  --------------  ------------  -----------  ------
tp1                  4             4                 4               4            0            0      0
t3                  29            25.63             21              21           17.7         12.44   9.71
dp1                  3             3                 3               3            0            0      0
d2a                 18.68         12.47             11              11           20.56         7.73  15.135
d5a                 17.33         14.22             11              11           20.19         6.51  14.03
pp1                  2             2                 2               2            0            0      0
p1                   1.02          1.6               1               2            0.16         0.53   0.59
p2                   1.46          1.39              1               1            0.5          0.49   0.07
p3                   2.34          2.41              2               2            1.35         1.48   0.448
p6                   1.19          1.1               1               1            0.39         0.31   0.085
p7                   1.25          1.19              1               1            0.61         0.52   0.06
p8                   2.62          4.17              2               5            2.3          1.92   1.85
p9                   2.18          2.13              1               1            1.46         1.36   0.13
p10                  0.04          0.21              0               0            0.18         0.55   0.185
p11                 60.24         56.2              61              54           22.38        23.72   9.929
p14                  2             1.94              2               2            0            0.23   0.055
p16                  1.87          1.62              1               1            1.19         1.09   0.657
p18a                 2.89          4.47              2               5            1.78         1.35   1.962
p25                  1             1.02              1               1            0            0.16   0.025
p24a                 4.51          4.34              5               5            0.93         1.07   0.859
m1                   2.84          2.82              3               3            1.22         1.29   0.265
m2                   2.1           2.18              2               3            1.02         0.93   0.14
m3                   1.16          1                 1               1            0.37         0.07   0.17
m5                   1.08          1.04              1               1            0.27         0.19   0.094
m7a                  1.2           1.34              1               1            0.61         0.84   0.202
m8a                  2.52          2.85              3               3            1.29         0.93   0.52
m11a                 1.31          1.16              1               1            0.74         0.44   0.202
m7b                  1.43          1.59              1               1            0.81         0.95   0.267
m8b                  2.66          3.01              3               3            1.29         1.12   0.7
m11b                 1.46          1.91              1               1            0.79         1.23   0.861
m23                  1.4           1.66              1               2            0.49         0.48   0.54
op1                  5             5                 5               5            0            0      0
o9                   4.09          4.74              5               5            1.14         0.73   0.931
o15                  3.26          2.82              3               2            1.23         1.26   1.143
o20                  3.17          2.44              4               2            1.77         0.59   1.693
o21                  2.06          1.8               2               2            0.73         0.85   0.878
o22-1                3.32          1.56              3               1            1.35         1.14   2.021
o23                  1.26          1.2               1               1            0.44         0.4    0.333
o24-1                3.82          1.97              2               1            3.67         2.61   3.572
o25-1                2.09          1.06              1               1            1.7          0.47   1.036
o26                  2.13          1.1               2               1            1.3          0.51   1.065
o27-1                5.26          4.15              1.5             2            5.09         3.77   5.101
o29-1                4.76         10.75              2              12            4.52         3.26   7.035
o29-2                9.15          9.77             11              12            4.06         4.04   4.566
o32a                 1.87          1.76              2               2            0.34         0.43   0.307
o33                  2.03          1.64              2               1.5          0.7          0.72   0.746

================================================================================
TABLE 4 — NLP METRICS PER FREE-TEXT FIELD
           BLEU / ROUGE / METEOR / BERTScore
================================================================================
Field    BLEU    ROUGE-1    ROUGE-2    ROUGE-L    METEOR      BERTScore F1
-------  ------  ---------  ---------  ---------  --------  --------------
coem     0       0.0        0.0        0.0        0.0               0.7835
coep     0       0.0        0.0        0.0        0.0               0.7906
coo2     0       0.0        0.0        0.0        0.0               0.7871
d10      —       —          —          —          —                 0.7726
d2a      —       —          —          —          —                 0.9513
d3       0       0.0        0.0        0.0        0.0               0.769
d4       0       0.0        0.0        0.0        0.0               0.7944
d5a      —       —          —          —          —                 0.9559
d7       0       0.0        0.0        0.0        0.0               0.7767
d8       0       0.0        0.0        0.0        0.0               0.783
d9       0       0.0        0.0        0.0        0.0               0.7539
date     0       0.0        0.0        0.0        0.0               0.7586
disp     0       0.0        0.0        0.0        0.0               0.7514
dist     0       0.0        0.0        0.0        0.0               0.7682
doib     0       0.0        0.0        0.0        0.0               0.7606
dp1      —       —          —          —          —                 1
dp15     0       0.0        0.0        0.0        0.0               0.7505
ech      0       0.0        0.0        0.0        0.0               0.7588
jour     —       —          —          —          —                 0.7721
m1       —       —          —          —          —                 0.9939
m10a     —       —          —          —          —                 0.7735
m10b     —       —          —          —          —                 0.7744
m10c     —       —          —          —          —                 0.7701
m10d     —       —          —          —          —                 0.7709
m11a     —       —          —          —          —                 0.996
m11b     —       —          —          —          —                 0.9861
m11c     —       —          —          —          —                 0.9909
m11d     —       —          —          —          —                 0.9867
m12a     —       —          —          —          —                 0.7792
m12b     —       —          —          —          —                 0.7648
m12bis   —       —          —          —          —                 0.7717
m12c     —       —          —          —          —                 0.7725
m12d     —       —          —          —          —                 0.7701
m13a     —       —          —          —          —                 0.7712
m13b     —       —          —          —          —                 0.7734
m13c     —       —          —          —          —                 0.783
m13d     —       —          —          —          —                 0.7806
m14      —       —          —          —          —                 0.7388
m15a     —       —          —          —          —                 0.9845
m16a     —       —          —          —          —                 0.9813
m17a     —       —          —          —          —                 0.9795
m18a     —       —          —          —          —                 0.7882
m19a     —       —          —          —          —                 0.9646
m2       —       —          —          —          —                 0.9976
m20a     —       —          —          —          —                 0.9926
m21      —       —          —          —          —                 0.7628
m22      —       —          —          —          —                 0.7446
m23      —       —          —          —          —                 0.9834
m24-1    —       —          —          —          —                 0.7668
m24-2    —       —          —          —          —                 0.7733
m3       —       —          —          —          —                 0.9948
m4       —       —          —          —          —                 0.9923
m5       —       —          —          —          —                 0.9972
m6       —       —          —          —          —                 0.774
m7a      —       —          —          —          —                 0.9968
m7b      —       —          —          —          —                 0.9954
m7c      —       —          —          —          —                 0.9948
m7d      —       —          —          —          —                 0.9932
m8a      —       —          —          —          —                 0.9898
m8b      —       —          —          —          —                 0.9888
m8c      —       —          —          —          —                 0.9829
m8d      —       —          —          —          —                 0.9748
m9a      0       0.0        0.0        0.0        0.0               0.7963
m9b      0       0.0        0.0        0.0        0.0               0.7859
m9c      —       —          —          —          —                 0.787
m9d      —       —          —          —          —                 0.8009
modp     —       —          —          —          —                 0.7801
moip     —       —          —          —          —                 0.7727
mp1      —       —          —          —          —                 0.9128
ndep     —       —          —          —          —                 0.7643
o10-1    —       —          —          —          —                 0.7785
o11      —       —          —          —          —                 0.9771
o12-1    —       —          —          —          —                 0.9779
o13      —       —          —          —          —                 0.7718
o14-1    —       —          —          —          —                 0.9304
o14-2    —       —          —          —          —                 0.9323
o14-3    —       —          —          —          —                 0.9217
o15      —       —          —          —          —                 0.9825
o16      —       —          —          —          —                 0.8918
o17-1    —       —          —          —          —                 0.9648
o17-2    —       —          —          —          —                 0.9623
o18-1    —       —          —          —          —                 0.7658
o19-1    —       —          —          —          —                 0.9588
o19-2    —       —          —          —          —                 0.9506
o19-3    —       —          —          —          —                 0.9458
o1a      —       —          —          —          —                 0.7659
o1b      —       —          —          —          —                 0.7637
o1c      —       —          —          —          —                 0.7691
o1d      —       —          —          —          —                 0.7701
o1e      —       —          —          —          —                 0.7733
o1f      —       —          —          —          —                 0.7666
o1g      —       —          —          —          —                 0.7725
o2       —       —          —          —          —                 0.7742
o20      —       —          —          —          —                 0.9742
o21      —       —          —          —          —                 0.979
o22-1    —       —          —          —          —                 0.9691
o22-2    —       —          —          —          —                 0.9663
o23      —       —          —          —          —                 0.9893
o24-1    —       —          —          —          —                 0.9682
o24-2    —       —          —          —          —                 0.9568
o24-3    —       —          —          —          —                 0.9517
o25-1    —       —          —          —          —                 0.9833
o25-2    —       —          —          —          —                 0.9663
o26      —       —          —          —          —                 0.981
o27-1    —       —          —          —          —                 0.9664
o27-2    —       —          —          —          —                 0.9717
o27-3    —       —          —          —          —                 0.9647
o28-1    —       —          —          —          —                 0.7569
o28-2    —       —          —          —          —                 0.7705
o29-1    —       —          —          —          —                 0.9448
o29-2    —       —          —          —          —                 0.9658
o2b      —       —          —          —          —                 0.7639
o30      —       —          —          —          —                 0.7776
o31      —       —          —          —          —                 0.9606
o32a     —       —          —          —          —                 0.9906
o33      —       —          —          —          —                 0.9815
o34      —       —          —          —          —                 0.7836
o35-1    —       —          —          —          —                 0.7776
o35-2    —       —          —          —          —                 0.7741
o3a      —       —          —          —          —                 0.7671
o3b      —       —          —          —          —                 0.7671
o3c      —       —          —          —          —                 0.7773
o3d      —       —          —          —          —                 0.773
o3e      —       —          —          —          —                 0.7699
o3f      —       —          —          —          —                 0.7741
o3g      —       —          —          —          —                 0.7742
o3h      —       —          —          —          —                 0.768
o3i      —       —          —          —          —                 0.7778
o4       —       —          —          —          —                 0.7671
o5a      —       —          —          —          —                 0.7767
o5b      —       —          —          —          —                 0.7586
o5c      —       —          —          —          —                 0.7804
o5d      —       —          —          —          —                 0.776
o5e      —       —          —          —          —                 0.7951
o5f      —       —          —          —          —                 0.7834
o5g      —       —          —          —          —                 0.7703
o5h      —       —          —          —          —                 0.9869
o5i      —       —          —          —          —                 0.9752
o6a      —       —          —          —          —                 0.7702
o6b      —       —          —          —          —                 0.7732
o6c      0       0.0        0.0        0.0        0.0               0.7604
o7a      0       0.0        0.0        0.0        0.0               0.7717
o7b      0       0.0        0.0        0.0        0.0               0.7665
o7c      0       0.0        0.0        0.0        0.0               0.7705
o8a      —       —          —          —          —                 0.7713
o8b      0       0.0        0.0        0.0        0.0               0.767
o8c      0       0.0        0.0        0.0        0.0               0.7641
o9       —       —          —          —          —                 0.9869
op1      —       —          —          —          —                 1
p1       —       —          —          —          —                 0.9823
p10      —       —          —          —          —                 0.9839
p11      —       —          —          —          —                 0.9643
p12      —       —          —          —          —                 0.9408
p12a     —       —          —          —          —                 0.9946
p14      —       —          —          —          —                 0.9983
p15      0       0.0        0.0        0.0        0.0               0.7539
p16      —       —          —          —          —                 0.9877
p17      —       —          —          —          —                 0.9159
p18      —       —          —          —          —                 0.9728
p18a     —       —          —          —          —                 0.9559
p19      —       —          —          —          —                 0.77
p2       —       —          —          —          —                 0.9978
p20      —       —          —          —          —                 0.7749
p21      —       —          —          —          —                 0.7722
p22      —       —          —          —          —                 0.7654
p23      —       —          —          —          —                 0.7683
p24      —       —          —          —          —                 0.7834
p24a     —       —          —          —          —                 0.9882
p24b     —       —          —          —          —                 0.9953
p25      —       —          —          —          —                 0.9992
p26      —       —          —          —          —                 0.9926
p3       —       —          —          —          —                 0.989
p4       0       0.0        0.0        0.0        0.0               0.7659
p5       —       —          —          —          —                 0.8005
p6       —       —          —          —          —                 0.9974
p7       —       —          —          —          —                 0.9988
p8       —       —          —          —          —                 0.9515
p9       —       —          —          —          —                 0.9978
per      —       —          —          —          —                 0.7662
pp1      —       —          —          —          —                 1
t1       —       —          —          —          —                 0.7653
t10      —       —          —          —          —                 0.9937
t11      —       —          —          —          —                 0.728
t2       —       —          —          —          —                 0.7684
t3       —       —          —          —          —                 0.9769
t4       0       0.0        0.0        0.0        0.0               0.7706
t5       0       0.0        0.0        0.0        0.0               0.7759
t6       —       —          —          —          —                 0.7589
t7       —       —          —          —          —                 0.8458
t8       —       —          —          —          —                 0.7709
t8a      —       —          —          —          —                 0.7326
t8b      —       —          —          —          —                 0.7397
t8c      —       —          —          —          —                 0.7335
t9       —       —          —          —          —                 0.9561
tdip     0       0.0        0.0        0.0        0.0               0.7567
tdis     0       0.0        0.0        0.0        0.0               0.7775
tois     0       0.0        0.0        0.0        0.0               0.7612
tp1      —       —          —          —          —                 1
zfd      0       0.0        0.0        0.0        0.0               0.7639
zfm      0       0.0        0.0        0.0        0.0               0.7619
zfo      0       0.0        0.0        0.0        0.0               0.7697
zfp      0       0.0        0.0        0.0        0.0               0.7676
zft      0       0.0        0.0        0.0        0.0               0.7688

================================================================================
TABLE 5 — SUCCESS RATE  (SR)
================================================================================
  Success Rate (SR)                        1.0
  SR Threshold                             0.7
  N Agents                                 200
  N Successful                             200
  Avg Field Coverage                       0.9714
  Min Field Coverage                       0.9
  Max Field Coverage                       1.0

================================================================================
TABLE 6 — TASK GOAL COMPLETION  (TGC)
================================================================================
  Task Goal Completion (TGC)               0.3543
  Median TGC                               0.3555
  Std TGC                                  0.0479
  Min TGC                                  0.2043
  Max TGC                                  0.5133
  Cols evaluated                           80
  Total weight                             57.0

================================================================================
TABLE 7 — FACTUAL CORRECTNESS  (exact norm. match)
================================================================================
Field      Accuracy    N (oracle)
-------  ----------  ------------
m7c          0.8723            47
p26          0.8538           130
p12a         0.8454            97
p24b         0.7667            30
m11c         0.766             47
t10          0.7105           114
m20a         0.6364            22
p12          0.6              200
m8c          0.5106            47
m11d         0.5               22
m7d          0.4091            22
o31          0.3654            52
t7           0.281            121
m17a         0.2727            22
o11          0.2708            48
t9           0.2645           121
p17          0.2364           110
m16a         0.2273            22
m15a         0.2273            22
o27-2        0.19             100
p18          0.1333            75
o25-2        0.1038           106
m8d          0.0909            22
o14-2        0.0635            63
o22-2        0.0526            38
o24-3        0.0455            44
o17-1        0.0435            69
o27-3        0.0333            60
p5           0.03             200
o24-2        0.0253            79
o14-1        0.0138           145
o14-3        0                 24
o17-2        0                 41
m19a         0                 22

================================================================================
TABLE 8 — RESPONSE RELEVANCE  (TF-IDF cosine)
================================================================================
(no data)
