SAMPNO,PERNO,DAYNO,PLACENO,SOURCE,LOCNO,ARRTIME,DEPTIME,TRAVTIME,ACTDUR,DISTANCE,MODE,MODE_O,VEHNO,CRAVL,FARE,PAYF,PAYF_O,PAYPK,PKAMT,PKBAS,PKBAS_O,PRKTY,PRKTY_O,RAND_A,TPURP,TPURP_O,TPURP2,TPURP2_O,TPURP_CHECK,TRIP_APPT,TRIP_APPT_WHY,TRIP_APPT_WHY_1,TRIP_APPT_WHY_2,TRIP_APPT_WHY_3,TRIP_APPT_WHY_4,TRIP_APPT_WHY_5,TRIP_APPT_WHY_6,TRIP_APPT_WHY_SE,TRIP_APPT_WHY_RF,TRIP_APPT_WHY_DK,TRIP_APPT_WHY_O,TRIP_APPT_WHY2,TRIP_APPT_WHY2_1,TRIP_APPT_WHY2_2,TRIP_APPT_WHY2_3,TRIP_APPT_WHY2_4,TRIP_APPT_WHY2_5,TRIP_APPT_WHY2_SE,TRIP_APPT_WHY2_RF,TRIP_APPT_WHY2_DK,TRIP_APPT_WHY2_O,PERNO_1,PERNO_2,PERNO_3,PERNO_4,PERNO_5,PERNO_6,PERNO_7,PERNO_8,PERNO_9,PERNO_10,PERNO_11,PERNO_12,COMPANIONS,HHCOUNT,NONHHCOUNT,HHPARTY,PARTY,TRANSFER_COUNT,QC_DAY,QC_TRANSIT,PLAZA_TOTAL,TOLLWAYS_PAID,TOLLWAY_1,TOLLWAY_2,TOLLWAY_3,TOLLWAY_4,TOLLWAY_5,TOLLWAY_6,PLAZAS_PAID,PLAZA_1,PLAZA_2,PLAZA_3,PLAZA_4,PLAZA_5,PLAZA_6,PLAZA_TOTAL_IPASS,PLAZA_1_IPASS,PLAZA_2_IPASS,PLAZA_3_IPASS,PLAZA_4_IPASS,PLAZA_5_IPASS,PLAZA_6_IPASS,PLAZA_TOTAL_CASH,PLAZA_1_CASH,PLAZA_2_CASH,PLAZA_3_CASH,PLAZA_4_CASH,PLAZA_5_CASH,PLAZA_6_CASH,PLACEGROUP,TRANSITPLACENO,HDIST,LOOP_TRIP_DEFINITION,TIME_DISTANCE_FLAG,MODE_IMPUTED,TPURP_IMPUTED,INITIATED_BY,DATE_COMPLETED,RETMODE_FINAL,RETMODE,PROXY,PROXYPERNO,AGE,AAGE,AGE18,SEX,RELATE,RELATE_O,LIC,HISP,HISP_O,RACE,RACE_O,SMRTPHN,EMPLY_ASK,JOBS,WKSTAT,WKSTAT_O,VOLUN_FREQ,WPLACE,WMODE,WMODE_O,WPARKRIDE,PERVH,WRKHRS,WTRAV,OCCUP,OCCUP_O,INDUS,INDUS_O,EMPLY_TRANSIT,EMPLY_TRANSIT_O,EMPLY_PARK,EMPLY_PARK_O,STUDE,SCHOL,SCHOL_O,SLOC,SWEB,SMODE,SMODE_O,SPARKRIDE,EDUC,EDUC_O,HPTOL,HPTOL_O,PAY_ALLDAY,TOLLS,TOLLTRIP,TYPDAY,TYPDAY_NO,TYPPL,CARPTOWK,WALKTOWK,BIKETOWK,RIBUS,TCOFF,TCDAYS,COMPR,COMPR_O,WKFLEX,TNC_USE,TNC_TYP,TNC_COST,TNC_PURP,DISAB,DTYPE_O,DTYPE2,NOGOWHY,NOGOWHY_O,NOGOWHY2,NOGOWHY2_1,NOGOWHY2_2,NOGOWHY2_3,NOGOWHY2_4,NOGOWHY2_5,NOGOWHY2_RF,NOGOWHY2_DK,TRAVELDATAUSE,TRAVELDATAUSE_PILOT,TRAVELDATADEVICE,TRAVELDATADEVICE_1,TRAVELDATADEVICE_2,TRAVELDATADEVICE_3,TRAVELDATADEVICE_SE,TRAVELDATADEVICE_RF,TRAVELDATADEVICE_DK,TRAVELDATADEVICE_O,TRAVELDATAMODE,TRAVELDATAMODE_1,TRAVELDATAMODE_2,TRAVELDATAMODE_3,TRAVELDATAMODE_4,TRAVELDATAMODE_5,TRAVELDATAMODE_SE,TRAVELDATAMODE_RF,TRAVELDATAMODE_DK,TRAVELDATAMODE_O,DTYPE,DTYPE_1,DTYPE_2,DTYPE_3,DTYPE_4,DTYPE_5,DTYPE_6,DTYPE_SE,DTYPE_RF,DTYPE_DK,QC_TRIP_PERSON,PERTRIPS,WTPERFIN,TRAVDATE,TRAVDAY,HHSIZE,HHVEH,TRANSPROB,TRANSPROB_O,HLIVE,RESTYLAST,RESTYLAST_O,RESTYLAST_ZIP,HHINC2,HOMEOWN,HOMEOWN_O,FUTURESURVEY,INCENDONATE,RESTY,RESTY_O,HHINC,DOWNLOAD,SOURCE_HH,SOURCE_O,HHTRIPS,PHASE,WTHHFIN,PERNO_LOC,LOCTYPE,STATE,COUNTRY,STATE_FIPS,COUNTY_FIPS,TRACT_FIPS,OUT_REGION,HOME,LATITUDE,LONGITUDE,VEHYEAR,MAKE,MAKE_O,MODEL,MODEL_O,BODY,BODY_O,FUEL,FUEL_O,TRANSP,PARKD,PARKD_O,LATITUDE_1,LATITUDE_2,LATITUDE_3,LATITUDE_4,LATITUDE_5,LATITUDE_6,LATITUDE_7,LATITUDE_8,LONGITUDE_1,LONGITUDE_2,LONGITUDE_3,LONGITUDE_4,LONGITUDE_5,LONGITUDE_6,LONGITUDE_7,LONGITUDE_8,MODE_1,MODE_2,MODE_3,MODE_4,MODE_5,MODE_6,MODE_7,MODE_8,AGENCY_NAME_1,AGENCY_NAME_2,AGENCY_NAME_3,AGENCY_NAME_4,AGENCY_NAME_5,AGENCY_NAME_6,AGENCY_NAME_7,AGENCY_NAME_8,LINE_NAME_1,LINE_NAME_2,LINE_NAME_3,LINE_NAME_4,LINE_NAME_5,LINE_NAME_6,LINE_NAME_7,LINE_NAME_8,LINE_SHORT_NAME_1,LINE_SHORT_NAME_2,LINE_SHORT_NAME_3,LINE_SHORT_NAME_4,LINE_SHORT_NAME_5,LINE_SHORT_NAME_6,LINE_SHORT_NAME_7,LINE_SHORT_NAME_8,DEPARTURE_STOP_NAME_1,DEPARTURE_STOP_NAME_2,DEPARTURE_STOP_NAME_3,DEPARTURE_STOP_NAME_4,DEPARTURE_STOP_NAME_5,DEPARTURE_STOP_NAME_6,DEPARTURE_STOP_NAME_7,DEPARTURE_STOP_NAME_8,ARRIVAL_STOP_NAME_1,ARRIVAL_STOP_NAME_2,ARRIVAL_STOP_NAME_3,ARRIVAL_STOP_NAME_4,ARRIVAL_STOP_NAME_5,ARRIVAL_STOP_NAME_6,ARRIVAL_STOP_NAME_7,ARRIVAL_STOP_NAME_8,IMPUTED_1,IMPUTED_2,IMPUTED_3,IMPUTED_4,IMPUTED_5,IMPUTED_6,IMPUTED_7,IMPUTED_8,APPDATE,APPTRIPS,APP_ACTIVITY_BEGIN,APP_ACTIVITY_END,LOCATION_ACTIVITY,ACCELERATION_ACTIVITY,REMOVED_PLACES,HOME_START,HOME_END
70027643,3,1,1,survey,10000,2018-11-15 03:00:00,2018-11-16 03:00:00,0,1440,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1.0,1,-1,0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-9.0,-1.0,0.0,0.0,,,,2018-11-16,2,5,2,3,68,-1,-1,2,4,-1,2,2,-1,2,-1,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1.0,-1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0.0,1,1,-1,1,3,-1,5,-1,-1,-1,-1,5,-1,-1,2,-1,97,-1,-1,-1,97,-1,-1,,5,-1,-1,-1,-1,5,-1,-1,-1,-9,1;2;3;5;6,1,2,3,-1,5,6,-1,-1,-1,0,0,117.9918,2018-11-15,5,6,3,97,Too poor,20,-1,-1,-1,-1,4,-1,2,-7,1,-1,1,2,7,-1,4,0,117.9918,-1.0,1.0,IL,USA,17.0,31.0,681000.0,0.0,1.0,41.77604,-87.649548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70049110,1,1,3,survey,10000,2019-02-27 22:00:00,2019-02-28 03:00:00,75,300,30.678,202,-1,1,-1,-1.0,-1,-1,2,-1.0,-1,-1,4,-1,2.0,1,-1,0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-9.0,23.73,0.0,0.0,,,,2019-03-03,-1,-1,2,1,-7,-7,-1,-7,1,-1,-1,-7,-1,-7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,-1,-1,2,4,-1,-1,-9,-1,-1,-1,1,-1.0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,452.4805,2019-02-27,4,4,4,1,-1,10,-1,-1,-1,-7,4,-1,2,0,1,-1,-7,1,1,-1,2,0,452.4805,-1.0,1.0,IL,USA,17.0,43.0,840911.0,0.0,1.0,41.92306,-88.072936,2010.0,-7.0,-1.0,-8.0,-1,3.0,-1.0,1.0,-1.0,1.0,2.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70048309,1,1,4,survey,1000001,2019-03-06 15:10:00,2019-03-06 15:35:00,55,25,46.24,202,-1,1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,1,-1,4.0,17,-1,18,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,2,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-9.0,34.134,0.0,0.0,,,,2019-03-14,2,5,2,1,44,-1,-1,2,1,-1,1,2,-1,6,-1,1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,7,-1,-1,2,4,-1,-1,4,-1,97,PAID ONLINE,2,9.0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0.0,-7,1,EPILEPTIC,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2;3,-1,2,3,-1,-1,-1,-9,1,1,-1,-1,-1,-1,-1,-1,-1,-9,97,-1,-1,-1,-1,-1,-1,97,-1,-1,1,4,482.9075,2019-03-06,4,1,1,2,-1,2,2,-1,60432,-1,3,-1,1,0,3,-1,2,2,1,-1,4,0,482.9075,-1.0,97.0,IL,USA,17.0,197.0,882801.0,0.0,0.0,41.52073,-88.119828,2018.0,35.0,-1.0,35043.0,-1,1.0,-1.0,1.0,-1.0,2.0,2.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70049768,2,1,3,survey,10000,2019-03-08 17:38:00,2019-03-08 18:15:00,8,37,0.986,504,-1,-1,2,2.0,1,-1,-1,-1.0,-1,-1,-1,-1,1.0,1,-1,0,-1.0,-1.0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-9.0,0.712,0.0,0.0,,,,2019-03-09,2,5,2,2,49,-1,-1,1,3,-1,2,2,-1,1,-1,2,1,1,-1,-1,-1,1,13,-1,-1,2,22,4,43,-1,44-45,-1,5,-1,1,-1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,-1.0,2,-1,-1,2,2,1,1,3,2,-1,4,-1,2,0,2,-9.0,-9,1,-9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,97,-1,-1,-1,97,-1,-1,none,5,-1,-1,-1,-1,5,-1,-1,-1,-9,97,-1,-1,-1,-1,-1,-1,97,-1,-1,0,5,207.8291,2019-03-08,6,2,1,2,-1,50,-1,-1,-1,2,1,-1,1,0,1,-1,-7,2,1,-1,10,0,207.8291,-1.0,1.0,IL,USA,17.0,43.0,840101.0,0.0,1.0,41.976522,-87.976488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70049110,1,1,1,survey,10000,2019-02-27 03:00:00,2019-02-27 05:50:00,0,170,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1.0,1,-1,0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-9.0,-1.0,0.0,0.0,,,,2019-03-03,-1,-1,2,1,-7,-7,-1,-7,1,-1,-1,-7,-1,-7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,-1,-1,2,4,-1,-1,-9,-1,-1,-1,1,-1.0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,452.4805,2019-02-27,4,4,4,1,-1,10,-1,-1,-1,-7,4,-1,2,0,1,-1,-7,1,1,-1,2,0,452.4805,-1.0,1.0,IL,USA,17.0,43.0,840911.0,0.0,1.0,41.92306,-88.072936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70055319,2,1,5,survey,1000009,2019-04-04 19:15:00,2019-04-04 19:25:00,45,10,1.687,501,-1,-1,2,-1.0,3,-1,-1,-1.0,-1,-1,-1,-1,3.0,9,-1,0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.0,1.706,0.0,0.0,,,,2019-05-07,2,5,2,2,51,-1,-1,1,97,AUNT/UNCLE,2,2,-1,4,-1,1,1,1,-1,-1,-1,3,8,-1,2,2,25,3,97,Mechanic,81,-1,5,-1,6,-1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,-1.0,-1,-1,-1,1,1,1,1,1,2,-1,4,-1,2,0,2,-9.0,-9,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-9,5,-1,-1,-1,-1,5,-1,-1,-1,-9,6,-1,-1,-1,-1,-1,6,-1,-1,-1,0,5,71.2012,2019-04-04,5,2,1,4,-1,5,3,-1,60707,-1,4,-1,1,0,3,-1,2,2,13,-1,10,0,71.2012,-1.0,97.0,IL,USA,17.0,31.0,271200.0,0.0,0.0,41.87736,-87.703562,,,,,,,,,,,,,-9.0,41.881505,-9.0,,,,,,-9.0,-87.66687,-9.0,,,,,,WALKING,BUS,WALKING,,,,,,-9.0,Chicago Transit Authority,-9,,,,,,-9.0,MADISON,-9,,,,,,-9.0,20,-9,,,,,,-9.0,ASHLAND & MADISON,-9,,,,,,-9.0,SACRAMENTO DR & MADISON,-9,,,,,,0.0,2.0,0.0,,,,,,,,,,,,,,
70046435,3,1,2,survey,30003,2019-02-26 09:06:00,2019-02-26 13:53:00,7,287,1.497,401,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,3.0,1,-1,0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-9.0,0.882,0.0,0.0,,,,2019-02-27,2,5,1,1,21,-1,-1,2,3,-1,2,2,-1,1,-1,2,2,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,-1,-1,2,7,-1,-1,1,-1,-1,-1,2,-1.0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-9.0,-9,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,97,-1,-1,-1,97,-1,-1,She does not use real-time navigation methods,5,-1,-1,-1,-1,5,-1,-1,-1,-9,1;2;5;6,1,2,-1,-1,5,6,-1,-1,-1,0,2,316.1163,2019-02-26,3,4,3,-8,-1,7,-1,-1,-1,-1,2,-1,1,0,1,-1,9,1,1,-1,10,0,316.1163,3.0,3.0,IL,USA,17.0,111.0,870803.0,0.0,0.0,42.297833,-88.31924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30008318,1,1,4,survey,2000012,2018-03-14 12:00:59,2018-03-14 12:07:43,1,7,0.566,202,-1,2,-1,-1.0,-1,-1,-1,-1.0,-1,-1,1,-1,3.0,3,-1,0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-9.0,0.512,0.0,0.0,,,,2018-03-15,2,2,2,1,39,-1,-1,2,1,-1,1,1,-1,97,LATIN AMERICAN,1,1,1,-1,-1,-1,1,4,-1,-1,2,6,5,97,Teach,97,Teach kids,5,-1,6,-1,1,4,-1,2,-1,4,-1,-1,1,-1,-1,-1,2,-1.0,2,-1,-1,1,1,1,1,1,2,-1,1,-1,2,0,1,0.0,-7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-9,-9,-9,-9,-9,-9,-9,-9,5,-1,-1,-1,-1,5,-1,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11,621.8414,2018-03-14,4,3,3,-9,-1,-7,1,-1,60074,-1,0,-1,1,-9,2,-1,7,2,-1,-1,11,3,621.8414,-1.0,97.0,IL,USA,17.0,89.0,854600.0,0.0,0.0,42.043217,-88.286603,2006.0,37.0,-1.0,37402.0,-1,3.0,-1.0,1.0,-1.0,1.0,3.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70043883,1,1,1,survey,10000,2019-01-30 03:00:00,2019-01-31 03:00:00,0,1440,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1.0,1,-1,17,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-9.0,-1.0,0.0,0.0,,,,2019-01-31,2,5,2,1,20,-1,-1,2,1,-1,1,2,-1,2,-1,1,1,1,-1,-1,-1,1,8,-1,2,2,10,3,37,-1,-8,-1,5,-1,6,-1,2,6,-1,-1,2,8,-1,2,3,-1,-1,-1,-1,-1.0,-1,1,-1,1,1,2,1,3,2,-1,4,-1,1,3,2,5.0,2,1,ADD,1,97,INCLEMENT WEATHER,2,-1,2,-1,-1,-1,-1,-1,1,-1,2,-1,2,-1,-1,-1,-1,-9,2;3,-1,2,3,-1,-1,-1,-1,-1,-9,97,-1,-1,-1,-1,-1,-1,97,-1,-1,0,0,611.1267,2019-01-30,4,2,4,6,-1,12,-1,-1,-1,-1,1,-1,1,0,2,-1,7,1,15,-1,0,0,611.1267,-1.0,1.0,IL,USA,17.0,31.0,440300.0,0.0,1.0,41.743721,-87.619542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70003239,3,1,3,survey,10000,2018-09-17 18:06:00,2018-09-18 03:00:00,36,534,15.419,501,-1,-1,-8,-1.0,97,VENTRA-SENIOR/DISABLED,-1,-1.0,-1,-1,-1,-1,5.0,1,-1,0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,9.171,0.0,0.0,,,,2018-09-18,2,5,2,3,21,-1,-1,1,3,-1,1,2,-1,1,-1,1,1,1,-1,-1,-1,1,5,-1,-1,2,12,2,53,-1,44-45,-1,5,-1,1,-1,1,7,-1,-1,2,8,-1,-9,3,-1,-1,-1,2,-1.0,-1,-1,-1,1,2,1,1,3,2,-1,4,-1,2,0,2,-9.0,-9,1,Autism Spectrum Disorder/ADHD,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,97,-1,-1,-1,97,-1,-1,does not drive - no traffic info needed,5,-1,-1,-1,-1,5,-1,-1,-1,-9,97,-1,-1,-1,-1,-1,-1,97,-1,-1,0,2,66.9014,2018-09-17,2,4,3,1,-1,18,-1,-1,-1,-1,2,-1,1,0,1,-1,7,2,8,-1,17,0,66.9014,-1.0,1.0,IL,USA,17.0,89.0,854800.0,0.0,1.0,41.874995,-88.358074,,,,,,,,,,,,,-9.0,41.763167,41.758116,-9.0,,,,,-9.0,-88.349675,-88.311966,-9.0,,,,,WALKING,BUS,BUS,WALKING,,,,,-9.0,PACE,PACE,-9,,,,,-9.0,WEST AURORA,AURORA - GENEVA VIA LAKE,-9,,,,,-9.0,524,802,-9,,,,,-9.0,GALENA,NEW YORK & IL 25 / BROADWAY,-9,,,,,-9.0,NEW YORK & IL 25 / BROADWAY,RANDALL & WILLIAMSBURG,-9,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,
